id,content,test_prompt
4020.2,"output.id: dad16623-776e-4b84-ba80-cb0060889608 | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Meetings.aspx, who created it: ""displayName"":""Thibault Draye"",""email"":""tdraye@dtsc.be"" and when it was created: ""createdDateTime"":""2020-06-12T14:15:37Z"" and last time it was modified: ""lastModifiedDateTime"":""2020-06-15T09:32:44Z"" | output.content: The internal team life of the company is organized around different moments, either individual or in group, in order to find ourselves as a group.

1-on-1
These quarterly meetings (every three months) with the CEO are an integral part of our company's commitment to employee development and engagement. By providing each individual with dedicated one-on-one time with our CEO, we ensure that everyone has a chance to voice their concerns, ask questions, and offer feedback on their experiences within the organization.

During these meetings, employees are encouraged to share their career aspirations and goals, and the CEO provides guidance and support on how to achieve them. This personalized attention not only helps individuals grow and succeed in their roles, but it also contributes to the overall success of the company by building a team of highly motivated and engaged employees.

In addition to discussing personal goals and aspirations, these meetings are also an opportunity to discuss the company's long-term strategy and vision. By keeping employees informed and engaged in the company's plans for growth and development, we ensure that everyone is working towards the same goals and contributing to the overall success of the organization.

Overall, these individual meetings with the CEO serve as a critical touchpoint for our employees, helping to foster a culture of openness, transparency, and accountability. By regularly engaging with our team members in this way, we are able to build stronger relationships and create a more cohesive and effective team.

DTheme Sharing Companions
At DTheme Sharing Companions (DTSC), we recognize the paramount importance of communication and collaboration. These core values are the foundation of our organizational structure, which is designed to foster an environment where everyone can thrive and contribute meaningfully.

DTSC organizes itself around specific themes, each of which members can freely join based on their interests and expertise. This thematic approach ensures that every member finds a space where they can connect, collaborate, and grow alongside like-minded peers.

Each theme is led by a dedicated coordinator whose responsibilities are crucial to the success and cohesion of the group. The coordinator's duties include:
Ensuring Effective Communication and Knowledge Sharing: Facilitating open communication within the theme and organizing relevant training sessions.
Monitoring Motivation and Addressing Issues: Keeping a pulse on member motivation and addressing any concerns promptly.
Fostering Business Opportunities: Developing business opportunities and missions for theme members.
Active Recruitment and Initial Screening: Seeking out new talent and conducting initial interviews.
Cross-Theme Collaboration: Representing their theme's interests and fostering collaboration with other themes.

DTransversal Service & Coordination
At DTSC, we believe that effective communication and collaboration are the keys to success. That's why every two weeks, we hold a virtual team meeting where all coordinators of the themes are invited to discuss the latest updates and exchange ideas on a variety of topics.

The DTransversal Service & Coordination (DTSC) structure is designed to bring together the coordinators of various themes to achieve the following objectives:
Ensure Cross-Theme Communication and Collaboration: DTSC promotes seamless communication and collaboration among the different themes, ensuring that all teams are aligned and working harmoniously towards common goals.
Share Best Practices: Coordinators share successful strategies and best practices, fostering a culture of continuous improvement and learning across all themes.
Review Key Performance Indicators (KPIs): Regular review of KPIs ensures that the progress and performance of each theme are monitored, and necessary adjustments are made to achieve optimal outcomes.
Organize CoWorking & TeamBuilding Events: DTSC coordinates upcoming CoWorking and TeamBuilding events to enhance team cohesion, foster a positive work environment, and strengthen relationships among members.

Through these efforts, the DTransversal Service & Coordination structure ensures that DTSC operates as a unified and efficient organization, maximizing the potential of every member and theme.

DTSCoworking
At DTSC, we believe that working together and fostering a sense of community among our team members is essential for our success. That's why every two months, we organize a collective coworking day where our team members come together to work, connect, and collaborate.

This coworking day is structured to allow for both individual and collective work. The first half of the day is dedicated to individual work, allowing team members to focus on their client work and other individual tasks. During this time, team members are able to work for their clients remotely at the coworking location.

In the second half of the day, we come together as a team to work on internal projects and initiatives. This time is dedicated to brainstorming, collaboration, and collective problem-solving, allowing us to tackle important issues facing our organization and to ensure that we are all aligned with our common goals and objectives. During our CoWorking sessions, activities will be organized into workshops led by different themes. Each participant is free to join the workshops that interest them. This approach allows for dynamic interaction, learning, and collaboration across various areas of expertise within DTSC.

To ensure that all team members are able to participate, we rotate the location of our coworking day among different coworking spaces in the area. This not only allows us to experience a variety of workspaces and environments but also helps to make the commute accessible and convenient for everyone.

We recognize that building a sense of community and connectedness among our team members is critical for our organization's long-term success. By providing regular opportunities for our team members to come together, collaborate, and work towards shared goals, we are able to foster a culture of creativity, innovation, and excellence. In this way, we are able to deliver the best possible results for our clients, stakeholders, and team members alike.

DTeam Spirit Challenge
At DTSC, we recognize the importance of cultivating strong bonds and relationships among our team members that extend beyond the workplace. To achieve this goal, we organize an external activity every three months, which provides an opportunity for the team to come together and socialize in a more relaxed and informal setting. We call this initiative the ""DTeam Spirit Challenge.""

The primary objective of the DTeam Spirit Challenge is to foster a spirit of camaraderie and collaboration among our team members while engaging in a fun and exciting activity. Each challenge is carefully curated to appeal to a wide range of interests and personalities, with the aim of ensuring that everyone can participate and enjoy the experience.

Over the time, we have organized several activities that have become staples of our DTeam Spirit Challenge, including a Christmas dinner with all of our team members and their families, participating in the Brussels 20km race either by running or as part of our cheering squad, a gastronomic team dinner to unwind and de-stress from our busy schedules, and even a thrilling virtual reality experience that allowed us to immerse ourselves in the world of zombies.

Our DTeam Spirit Challenge events serve as a valuable opportunity for our team members to get to know each other outside of the office, build deeper connections, and develop a stronger sense of community. We believe that investing in these relationships is essential for creating a positive and productive workplace culture, which ultimately translates into better results for our clients and stakeholders.

At DTSC, we are committed to fostering a supportive, collaborative, and fun work environment where all team members feel valued and appreciated. Our DTeam Spirit Challenge is just one of the many ways in which we strive to achieve this goal, and we look forward to continuing this tradition for years to come.",
4020.3,"output.id: dad16623-776e-4b84-ba80-cb0060889608 | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Meetings.aspx, who created it: ""displayName"":""Thibault Draye"",""email"":""tdraye@dtsc.be"" and when it was created: ""createdDateTime"":""2021-10-26T11:42:19Z"" and last time it was modified: ""lastModifiedDateTime"":""2021-10-28T16:33:47Z"" | output.content: The internal team life of the company is organized around different moments, either individual or in group, in order to find ourselves as a group.

1-on-1
These quarterly meetings (every three months) with the CEO are an integral part of our company's commitment to employee development and engagement. By providing each individual with dedicated one-on-one time with our CEO, we ensure that everyone has a chance to voice their concerns, ask questions, and offer feedback on their experiences within the organization.

During these meetings, employees are encouraged to share their career aspirations and goals, and the CEO provides guidance and support on how to achieve them. This personalized attention not only helps individuals grow and succeed in their roles, but it also contributes to the overall success of the company by building a team of highly motivated and engaged employees.

In addition to discussing personal goals and aspirations, these meetings are also an opportunity to discuss the company's long-term strategy and vision. By keeping employees informed and engaged in the company's plans for growth and development, we ensure that everyone is working towards the same goals and contributing to the overall success of the organization.

Overall, these individual meetings with the CEO serve as a critical touchpoint for our employees, helping to foster a culture of openness, transparency, and accountability. By regularly engaging with our team members in this way, we are able to build stronger relationships and create a more cohesive and effective team.

DTheme Sharing Companions
At DTheme Sharing Companions (DTSC), we recognize the paramount importance of communication and collaboration. These core values are the foundation of our organizational structure, which is designed to foster an environment where everyone can thrive and contribute meaningfully.

DTSC organizes itself around specific themes, each of which members can freely join based on their interests and expertise. This thematic approach ensures that every member finds a space where they can connect, collaborate, and grow alongside like-minded peers.

Each theme is led by a dedicated coordinator whose responsibilities are crucial to the success and cohesion of the group. The coordinator's duties include:
Ensuring Effective Communication and Knowledge Sharing: Facilitating open communication within the theme and organizing relevant training sessions.
Monitoring Motivation and Addressing Issues: Keeping a pulse on member motivation and addressing any concerns promptly.
Fostering Business Opportunities: Developing business opportunities and missions for theme members.
Active Recruitment and Initial Screening: Seeking out new talent and conducting initial interviews.
Cross-Theme Collaboration: Representing their theme's interests and fostering collaboration with other themes.

DTransversal Service & Coordination
At DTSC, we believe that effective communication and collaboration are the keys to success. That's why every two weeks, we hold a virtual team meeting where all coordinators of the themes are invited to discuss the latest updates and exchange ideas on a variety of topics.

The DTransversal Service & Coordination (DTSC) structure is designed to bring together the coordinators of various themes to achieve the following objectives:
Ensure Cross-Theme Communication and Collaboration: DTSC promotes seamless communication and collaboration among the different themes, ensuring that all teams are aligned and working harmoniously towards common goals.
Share Best Practices: Coordinators share successful strategies and best practices, fostering a culture of continuous improvement and learning across all themes.
Review Key Performance Indicators (KPIs): Regular review of KPIs ensures that the progress and performance of each theme are monitored, and necessary adjustments are made to achieve optimal outcomes.
Organize CoWorking & TeamBuilding Events: DTSC coordinates upcoming CoWorking and TeamBuilding events to enhance team cohesion, foster a positive work environment, and strengthen relationships among members.

Through these efforts, the DTransversal Service & Coordination structure ensures that DTSC operates as a unified and efficient organization, maximizing the potential of every member and theme.

DTSCoworking
At DTSC, we believe that working together and fostering a sense of community among our team members is essential for our success. That's why every two months, we organize a collective coworking day where our team members come together to work, connect, and collaborate.

This coworking day is structured to allow for both individual and collective work. The first half of the day is dedicated to individual work, allowing team members to focus on their client work and other individual tasks. During this time, team members are able to work for their clients remotely at the coworking location.

In the second half of the day, we come together as a team to work on internal projects and initiatives. This time is dedicated to brainstorming, collaboration, and collective problem-solving, allowing us to tackle important issues facing our organization and to ensure that we are all aligned with our common goals and objectives. During our CoWorking sessions, activities will be organized into workshops led by different themes. Each participant is free to join the workshops that interest them. This approach allows for dynamic interaction, learning, and collaboration across various areas of expertise within DTSC.

To ensure that all team members are able to participate, we rotate the location of our coworking day among different coworking spaces in the area. This not only allows us to experience a variety of workspaces and environments but also helps to make the commute accessible and convenient for everyone.

We recognize that building a sense of community and connectedness among our team members is critical for our organization's long-term success. By providing regular opportunities for our team members to come together, collaborate, and work towards shared goals, we are able to foster a culture of creativity, innovation, and excellence. In this way, we are able to deliver the best possible results for our clients, stakeholders, and team members alike.

DTeam Spirit Challenge
At DTSC, we recognize the importance of cultivating strong bonds and relationships among our team members that extend beyond the workplace. To achieve this goal, we organize an external activity every three months, which provides an opportunity for the team to come together and socialize in a more relaxed and informal setting. We call this initiative the ""DTeam Spirit Challenge.""

The primary objective of the DTeam Spirit Challenge is to foster a spirit of camaraderie and collaboration among our team members while engaging in a fun and exciting activity. Each challenge is carefully curated to appeal to a wide range of interests and personalities, with the aim of ensuring that everyone can participate and enjoy the experience.

Over the time, we have organized several activities that have become staples of our DTeam Spirit Challenge, including a Christmas dinner with all of our team members and their families, participating in the Brussels 20km race either by running or as part of our cheering squad, a gastronomic team dinner to unwind and de-stress from our busy schedules, and even a thrilling virtual reality experience that allowed us to immerse ourselves in the world of zombies.

Our DTeam Spirit Challenge events serve as a valuable opportunity for our team members to get to know each other outside of the office, build deeper connections, and develop a stronger sense of community. We believe that investing in these relationships is essential for creating a positive and productive workplace culture, which ultimately translates into better results for our clients and stakeholders.

At DTSC, we are committed to fostering a supportive, collaborative, and fun work environment where all team members feel valued and appreciated. Our DTeam Spirit Challenge is just one of the many ways in which we strive to achieve this goal, and we look forward to continuing this tradition for years to come.",
4021,"output.id: 06ebf98c-a8bf-4dd5-a0d3-edd2c9b4461e | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Mobility-budget.aspx"",""who created it"":""displayName"":""Thibault Draye"",""email"":""tdraye@dtsc.be"",""createdDateTime"":""2023-09-18T12:24:53Z"",""lastModifiedDateTime"":""2025-02-22T10:23:02Z"" | output.content: We want to provide you with a comprehensive understanding of how your mobility budget is structured, ensuring you can make informed choices to maximize this valuable benefit.

This applies to any employee faced with the choice between a new company car and other mobility alternatives, rather than someone whose vehicle leasing is already in progress.

First Tier: Environmentally Friendly Company Car

In the first tier of the Mobility Budget program, you have the option to select electric Vehicle - following internal mobility policy.

Second Tier: Sustainable Transportation Methods

The second tier of the Mobility Budget covers a wide range of sustainable transportation options, including:

Active Mobility: This includes bicycles, electric bicycles, scooters, and other similar options, ideal for short commutes within 45 kilometers per hour.
Public Transportation: You can use your budget for subscriptions and tickets for public transport within Belgium and the European Economic Area.
Carpooling and Ridesharing: Participate in carpooling or ridesharing initiatives to share rides with colleagues or others.
Taxis and Chauffeur-Driven Cars: Use budget for taxi services or rental of chauffeur-driven cars when needed.
Personal Vehicle Rental: Budget can be utilized for renting a personal vehicle for up to 30 calendar days per year.
Mobility Services: Explore services that combine various sustainable transportation methods.
Housing-Related Expenses: Expenses such as rent and mortgage payments within 10 kilometers of your regular workplace are eligible (for example if you are more than 60% of your time in homeworking).
Parking Fees: Parking expenses related to public transportation can be covered.
Pedestrian Allowance: Receive a pedestrian allowance for walking or using specified modes of transportation.
Employer-Provided Bicycles: Enjoy the convenience of employer-provided bicycles and kilometer allowances.

Third Tier: Remaining Budget Balance

The third tier represents any remaining budget after deductions from the first and second tiers. This balance is paid out annually, in cash, along with your first-month salary in the following year.

You are at liberty to distribute your mobility budget among your preferred expenses, adhering to the guidelines set by the company. For instance, you can opt for a more economical electric car, if it falls below the TCO limit specified for your employee category and additionally, housing-related expenses can be accommodated within the allocated budget.

Calculation of Your Mobility Budget (Total Cost of Ownership or TCO)

Your mobility budget corresponds to the annual total gross cost of the company car for the employer. This includes all related expenses, such as:

All tax-related charges.
Financing costs (leasing or rental).
Electricity costs.
Solidarity contributions.
Any applicable insurance expenses.
All expenditures associated with the company car, including non-deductible VAT, and more.

It's important to note that your mobility budget should never be less than €3,000 or exceed €16,000 per year, even if the annual gross costs of the car fall below €3,000 or go beyond €16,000. Additionally, your mobility budget cannot exceed 1/5th of your total gross remuneration, with a minimum of €3,000.

If you have any questions or require assistance in calculating your mobility budget or understanding your options, please don't hesitate to reach out. We're here to support you in making the most of your mobility benefits.

More information within the Policy: Budget de mobilité - mise en place 221125.pdf",What are the limits for the mobility budget?
4021.1,"output.id: 06ebf98c-a8bf-4dd5-a0d3-edd2c9b4461e | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Mobility-budget.aspx"",""who created it"":""displayName"":""Thibault Draye"",""email"":""tdraye@dtsc.be"",""createdDateTime"":""2022-11-05T13:42:18Z"",""lastModifiedDateTime"":""2022-11-08T09:27:35Z"" | output.content: We want to provide you with a comprehensive understanding of how your mobility budget is structured, ensuring you can make informed choices to maximize this valuable benefit.

This applies to any employee faced with the choice between a new company car and other mobility alternatives, rather than someone whose vehicle leasing is already in progress.

First Tier: Environmentally Friendly Company Car

In the first tier of the Mobility Budget program, you have the option to select electric Vehicle - following internal mobility policy.

Second Tier: Sustainable Transportation Methods

The second tier of the Mobility Budget covers a wide range of sustainable transportation options, including:

Active Mobility: This includes bicycles, electric bicycles, scooters, and other similar options, ideal for short commutes within 45 kilometers per hour.
Public Transportation: You can use your budget for subscriptions and tickets for public transport within Belgium and the European Economic Area.
Carpooling and Ridesharing: Participate in carpooling or ridesharing initiatives to share rides with colleagues or others.
Taxis and Chauffeur-Driven Cars: Use budget for taxi services or rental of chauffeur-driven cars when needed.
Personal Vehicle Rental: Budget can be utilized for renting a personal vehicle for up to 30 calendar days per year.
Mobility Services: Explore services that combine various sustainable transportation methods.
Housing-Related Expenses: Expenses such as rent and mortgage payments within 10 kilometers of your regular workplace are eligible (for example if you are more than 60% of your time in homeworking).
Parking Fees: Parking expenses related to public transportation can be covered.
Pedestrian Allowance: Receive a pedestrian allowance for walking or using specified modes of transportation.
Employer-Provided Bicycles: Enjoy the convenience of employer-provided bicycles and kilometer allowances.

Third Tier: Remaining Budget Balance

The third tier represents any remaining budget after deductions from the first and second tiers. This balance is paid out annually, in cash, along with your first-month salary in the following year.

You are at liberty to distribute your mobility budget among your preferred expenses, adhering to the guidelines set by the company. For instance, you can opt for a more economical electric car, if it falls below the TCO limit specified for your employee category and additionally, housing-related expenses can be accommodated within the allocated budget.

Calculation of Your Mobility Budget (Total Cost of Ownership or TCO)

Your mobility budget corresponds to the annual total gross cost of the company car for the employer. This includes all related expenses, such as:

All tax-related charges.
Financing costs (leasing or rental).
Electricity costs.
Solidarity contributions.
Any applicable insurance expenses.
All expenditures associated with the company car, including non-deductible VAT, and more.

It's important to note that your mobility budget should never be less than €3,000 or exceed €16,000 per year, even if the annual gross costs of the car fall below €3,000 or go beyond €16,000. Additionally, your mobility budget cannot exceed 1/5th of your total gross remuneration, with a minimum of €3,000.

If you have any questions or require assistance in calculating your mobility budget or understanding your options, please don't hesitate to reach out. We're here to support you in making the most of your mobility benefits.

More information within the Policy: Budget de mobilité - mise en place 221125.pdf",
4021.2,"output.id: 06ebf98c-a8bf-4dd5-a0d3-edd2c9b4461e | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Mobility-budget.aspx"",""who created it"":""displayName"":""Thibault Draye"",""email"":""tdraye@dtsc.be"",""createdDateTime"":""2021-04-16T09:14:28Z"",""lastModifiedDateTime"":""2021-04-18T15:36:42Z"" | output.content: We want to provide you with a comprehensive understanding of how your mobility budget is structured, ensuring you can make informed choices to maximize this valuable benefit.

This applies to any employee faced with the choice between a new company car and other mobility alternatives, rather than someone whose vehicle leasing is already in progress.

First Tier: Environmentally Friendly Company Car

In the first tier of the Mobility Budget program, you have the option to select electric Vehicle - following internal mobility policy.

Second Tier: Sustainable Transportation Methods

The second tier of the Mobility Budget covers a wide range of sustainable transportation options, including:

Active Mobility: This includes bicycles, electric bicycles, scooters, and other similar options, ideal for short commutes within 45 kilometers per hour.
Public Transportation: You can use your budget for subscriptions and tickets for public transport within Belgium and the European Economic Area.
Carpooling and Ridesharing: Participate in carpooling or ridesharing initiatives to share rides with colleagues or others.
Taxis and Chauffeur-Driven Cars: Use budget for taxi services or rental of chauffeur-driven cars when needed.
Personal Vehicle Rental: Budget can be utilized for renting a personal vehicle for up to 30 calendar days per year.
Mobility Services: Explore services that combine various sustainable transportation methods.
Housing-Related Expenses: Expenses such as rent and mortgage payments within 10 kilometers of your regular workplace are eligible (for example if you are more than 60% of your time in homeworking).
Parking Fees: Parking expenses related to public transportation can be covered.
Pedestrian Allowance: Receive a pedestrian allowance for walking or using specified modes of transportation.
Employer-Provided Bicycles: Enjoy the convenience of employer-provided bicycles and kilometer allowances.

Third Tier: Remaining Budget Balance

The third tier represents any remaining budget after deductions from the first and second tiers. This balance is paid out annually, in cash, along with your first-month salary in the following year.

You are at liberty to distribute your mobility budget among your preferred expenses, adhering to the guidelines set by the company. For instance, you can opt for a more economical electric car, if it falls below the TCO limit specified for your employee category and additionally, housing-related expenses can be accommodated within the allocated budget.

Calculation of Your Mobility Budget (Total Cost of Ownership or TCO)

Your mobility budget corresponds to the annual total gross cost of the company car for the employer. This includes all related expenses, such as:

All tax-related charges.
Financing costs (leasing or rental).
Electricity costs.
Solidarity contributions.
Any applicable insurance expenses.
All expenditures associated with the company car, including non-deductible VAT, and more.

It's important to note that your mobility budget should never be less than €3,000 or exceed €16,000 per year, even if the annual gross costs of the car fall below €3,000 or go beyond €16,000. Additionally, your mobility budget cannot exceed 1/5th of your total gross remuneration, with a minimum of €3,000.

If you have any questions or require assistance in calculating your mobility budget or understanding your options, please don't hesitate to reach out. We're here to support you in making the most of your mobility benefits.

More information within the Policy: Budget de mobilité - mise en place 221125.pdf",
4021.3,"output.id: 06ebf98c-a8bf-4dd5-a0d3-edd2c9b4461e | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Mobility-budget.aspx"",""who created it"":""displayName"":""Thibault Draye"",""email"":""tdraye@dtsc.be"",""createdDateTime"":""2020-02-19T14:28:37Z"",""lastModifiedDateTime"":""2020-02-20T10:15:22Z"" | output.content: We want to provide you with a comprehensive understanding of how your mobility budget is structured, ensuring you can make informed choices to maximize this valuable benefit.

This applies to any employee faced with the choice between a new company car and other mobility alternatives, rather than someone whose vehicle leasing is already in progress.

First Tier: Environmentally Friendly Company Car

In the first tier of the Mobility Budget program, you have the option to select electric Vehicle - following internal mobility policy.

Second Tier: Sustainable Transportation Methods

The second tier of the Mobility Budget covers a wide range of sustainable transportation options, including:

Active Mobility: This includes bicycles, electric bicycles, scooters, and other similar options, ideal for short commutes within 45 kilometers per hour.
Public Transportation: You can use your budget for subscriptions and tickets for public transport within Belgium and the European Economic Area.
Carpooling and Ridesharing: Participate in carpooling or ridesharing initiatives to share rides with colleagues or others.
Taxis and Chauffeur-Driven Cars: Use budget for taxi services or rental of chauffeur-driven cars when needed.
Personal Vehicle Rental: Budget can be utilized for renting a personal vehicle for up to 30 calendar days per year.
Mobility Services: Explore services that combine various sustainable transportation methods.
Housing-Related Expenses: Expenses such as rent and mortgage payments within 10 kilometers of your regular workplace are eligible (for example if you are more than 60% of your time in homeworking).
Parking Fees: Parking expenses related to public transportation can be covered.
Pedestrian Allowance: Receive a pedestrian allowance for walking or using specified modes of transportation.
Employer-Provided Bicycles: Enjoy the convenience of employer-provided bicycles and kilometer allowances.

Third Tier: Remaining Budget Balance

The third tier represents any remaining budget after deductions from the first and second tiers. This balance is paid out annually, in cash, along with your first-month salary in the following year.

You are at liberty to distribute your mobility budget among your preferred expenses, adhering to the guidelines set by the company. For instance, you can opt for a more economical electric car, if it falls below the TCO limit specified for your employee category and additionally, housing-related expenses can be accommodated within the allocated budget.

Calculation of Your Mobility Budget (Total Cost of Ownership or TCO)

Your mobility budget corresponds to the annual total gross cost of the company car for the employer. This includes all related expenses, such as:

All tax-related charges.
Financing costs (leasing or rental).
Electricity costs.
Solidarity contributions.
Any applicable insurance expenses.
All expenditures associated with the company car, including non-deductible VAT, and more.

It's important to note that your mobility budget should never be less than €3,000 or exceed €16,000 per year, even if the annual gross costs of the car fall below €3,000 or go beyond €16,000. Additionally, your mobility budget cannot exceed 1/5th of your total gross remuneration, with a minimum of €3,000.

If you have any questions or require assistance in calculating your mobility budget or understanding your options, please don't hesitate to reach out. We're here to support you in making the most of your mobility benefits.

More information within the Policy: Budget de mobilité - mise en place 221125.pdf",
4022,"output.id: e3da39ff-da35-4a16-94b9-40785656a150 | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/MyDiego.aspx, who created it: ""displayName"":""Denis Budin"",""email"":""denis.budin@dtsc.be"" and when it was created: ""createdDateTime"":""2023-09-21T12:10:32Z"" and last time it was modified: ""lastModifiedDateTime"":""2023-11-16T09:34:10Z"" | output.content: OCPP wall box models compatible with the diego.mobility platform and services (Residential / Leasing).","COMMENT: No content, maybe ignore"
4023,"output.id: 9c04c0f6-887b-4dab-b9aa-79fdfec0a22a | output.metadata: {""webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/New-user.aspx"",""createdBy"":{""displayName"":""Marco Di Gennaro"",""email"":""Marco.DiGennaro@dtsc.be""},""createdDateTime"":""2024-11-13T10:36:41Z"",""lastModifiedDateTime"":""2024-11-13T10:38:34Z""} | output.content: Show a banner with title and author information
Banner
Troubleshooting for new user
Check Teams here: https://admin.teams.microsoft.com/dashboard
Check SharePoint access here: https://dtservicesandconsulting-admin.sharepoint.com/_layouts/15/online/AdminHome.aspx#/home
Check SharePoint permissions here: https://dtservicesandconsulting.sharepoint.com/_layouts/15/user.aspx","COMMENT: No content, maybe ignore"
4024,"output.id: 80a81443-85b7-4b79-b934-3f43e9b0cd78 | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Nexxtmove.aspx, who created it: ""displayName"":""Denis Budin"",""email"":""denis.budin@dtsc.be"" and when it was created: ""createdDateTime"":""2024-05-13T12:16:19Z"" and last time it was modified: ""lastModifiedDateTime"":""2024-05-13T12:46:09Z"" | output.content: Follow this step-by-step procedure to modify the reimbursement of a user.

1. Go to Nexxtmove and log in.
   Make sure to create the Tariff in the User's settings and to link the corresponding charging point to this new tariff by following these steps.

2. In the Users' settings, go to Tariffs and edit the tariff Charging @ Home by adding the corresponding amount.

3. Go to the Charging Points' settings and select Tariffs to subscribe to the existing tariff Charge @ Home modified in the users' settings.

4. The price of the current subscription of the charging point should now correspond to the applicable Tariff of the user.",What settings can I change in Nexxtmove?
4024.1,"output.id: 80a81443-85b7-4b79-b934-3f43e9b0cd78 | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Nexxtmove.aspx, who created it: ""displayName"":""Denis Budin"",""email"":""denis.budin@dtsc.be"" and when it was created: ""createdDateTime"":""2023-10-22T09:45:18Z"" and last time it was modified: ""lastModifiedDateTime"":""2023-10-24T14:27:36Z"" | output.content: Follow this step-by-step procedure to modify the reimbursement of a user.

1. Go to Nexxtmove and log in.
   Make sure to create the Tariff in the User's settings and to link the corresponding charging point to this new tariff by following these steps.

2. In the Users' settings, go to Tariffs and edit the tariff Charging @ Home by adding the corresponding amount.

3. Go to the Charging Points' settings and select Tariffs to subscribe to the existing tariff Charge @ Home modified in the users' settings.

4. The price of the current subscription of the charging point should now correspond to the applicable Tariff of the user.",
4024.2,"output.id: 80a81443-85b7-4b79-b934-3f43e9b0cd78 | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Nexxtmove.aspx, who created it: ""displayName"":""Denis Budin"",""email"":""denis.budin@dtsc.be"" and when it was created: ""createdDateTime"":""2021-03-08T11:23:47Z"" and last time it was modified: ""lastModifiedDateTime"":""2021-03-10T16:42:15Z"" | output.content: Follow this step-by-step procedure to modify the reimbursement of a user.

1. Go to Nexxtmove and log in.
   Make sure to create the Tariff in the User's settings and to link the corresponding charging point to this new tariff by following these steps.

2. In the Users' settings, go to Tariffs and edit the tariff Charging @ Home by adding the corresponding amount.

3. Go to the Charging Points' settings and select Tariffs to subscribe to the existing tariff Charge @ Home modified in the users' settings.

4. The price of the current subscription of the charging point should now correspond to the applicable Tariff of the user.",
4024.3,"output.id: 80a81443-85b7-4b79-b934-3f43e9b0cd78 | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Nexxtmove.aspx, who created it: ""displayName"":""Denis Budin"",""email"":""denis.budin@dtsc.be"" and when it was created: ""createdDateTime"":""2020-07-17T14:19:36Z"" and last time it was modified: ""lastModifiedDateTime"":""2020-07-19T09:28:43Z"" | output.content: Follow this step-by-step procedure to modify the reimbursement of a user.

1. Go to Nexxtmove and log in.
   Make sure to create the Tariff in the User's settings and to link the corresponding charging point to this new tariff by following these steps.

2. In the Users' settings, go to Tariffs and edit the tariff Charging @ Home by adding the corresponding amount.

3. Go to the Charging Points' settings and select Tariffs to subscribe to the existing tariff Charge @ Home modified in the users' settings.

4. The price of the current subscription of the charging point should now correspond to the applicable Tariff of the user.",
4025,"output.id: eacfaef4-d834-4f49-b8fe-b53a79197ce1 | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Odoo.aspx, who created it: ""displayName"":""Denis Budin"",""email"":""denis.budin@dtsc.be"" and when it was created: ""createdDateTime"":""2022-11-18T08:49:48Z"" and last time it was modified: ""lastModifiedDateTime"":""2022-11-18T08:50:26Z"" | output.content: We mainly use Odoo for its CRM (Customer Relationship Management) capacity, but DTSC allows you to use other services of Odoo.

First you have to go to DTSC Odoo to log in:

The main page shows you the Odoo services provided by DTSC:

The use of Messages and Calendar is quite easy and doesn't need further explication.

We recommend to configure the Outlook Mail Plugin & the Gmail Mail Plugin and to synchronize your main Outlook calendar & Google calendar with Odoo:

- Outlook Mail Plugin:
    - The CEO is the only one having access to the settings of Odoo. That's why you can skip step 1 ""Enable Mail Plugin"".
- Gmail Mail Plugin:
    - The CEO is the only one having access to the settings of Odoo. That's why you can skip step 1 ""Enable Mail Plugin"".

All the employees of DTSC have to keep the Contacts up to date.

Don't hesitate to add the contact details of the companies & people you discuss with in the Contacts. One small tip is to add the company's details first so you can link one people to one company.

The CRM is the heart of Odoo for DTSC, it allows us to manage our relationship with the customers. For example, we are able to monitor all the applications we made in the pipeline:",What is the purpose of using Odoo?
